tweet,existence,existence.confidence
climat chang forest absorb carbon activist,Yes,0.5763
brandrep dismiss complaint climat chang london advertis standard author,Neutral,0.8067
global warm scienc africa foxnew scitech british scientist panel lose credibl,No,0.6781
check video busi climat chang confer,Neutral,1.0
guardian bolivia climat chang talk voic group frontlin global warm cochabamba bywgi,Yes,1.0
matter believ global warm better money resourc,No,0.4913
earth exchang program supercomput improv climat chang retwt,Yes,0.653
snowstorm coast blizzard climat chang trngu,Yes,0.7058
meredith vieira talk global warm today januari,Neutral,0.7819
issu global warm possibl climat chang issu global warm,Yes,1.0
weathercast divid global warm believ phenomenon exist oohja xahnx,Neutral,1.0
save endang speci turtl hotel poach accident snare global warm bpjxsf,Yes,0.6411
polic question global warm sceptic scientist climateg email tinyurl,Yes,0.4953
consid tell professor finish final paper would poison climat chang lindseygrahamisatool,No,0.5101
weekli mulch cochabamba summit combat climat chang innov retwt,Yes,1.0
wetland prairi sensit climat chang previous thought waterfowl pothol,Yes,1.0
climat chang wordslibsh,No,0.6184
disclos risk climat chang driessen townhal,Yes,0.6823
higher temperatur level global warm kuala lumpur malaysia averag temperatur risen,Yes,1.0
climat chang european firm windfal renew energi berlin european govern bngfsn,Yes,1.0
senior technic advisor commun climat chang environ develop,Yes,0.6
lay global climat chang prospect other wbhov,Yes,0.7057
afford tackl climat chang docid,Yes,1.0
senat prepar compromis climat chang reuter hioja,Yes,0.6991
schwarzenegg carri torch tough emiss standard climat chang pembina institut retwt,Yes,0.6378
confer secur climat chang releas,Neutral,1.0
foundri blizzard proof global warm alkbn,No,0.6535
abbott climat chang polici environ report morton logic power gener qvmir,Yes,1.0
earth congress current climat chang legisl threaten buqqc climatechang,No,0.6205
arctic adventur studi climat chang retwt,Neutral,0.684
save hollywood ballot initi iceland volcano global warm,Neutral,0.8053
snowstorm global warm make blizzard wors yahoo,Yes,1.0
hilari complimenti bake alakasa sarah palin guid global warm tcottv,Yes,0.6559
would contribut global warm,Yes,1.0
think smart global warm freez today,No,1.0
video climat chang skeptic climat chief admit scientist mistak major studi crcyow,Neutral,0.6912
climat chang build green economi bzjaci,Yes,0.6715
global warm,No,0.6514
carbon offset vatican forest fail reduc global warm,Yes,1.0
graham talk climat chang limbo climat chang schedul unveil,Neutral,0.8442
ozon standard could contribut warm global warm,Yes,1.0
brochur global warm brochur global warm ad neham comment bbxgvf,Yes,0.652
senat famili build igloo global warm,No,0.4991
confirm climat chang anoth display chang occur environment,Yes,1.0
make climat chang bqrlwe,Yes,1.0
season allergi get wors climat chang,Yes,1.0
contra costa time editori assess global warm uncensor scienc debat global warm,Neutral,0.5773
unit kingdom health psycholog professor wendi stainton obes peopl realli caus global warm csuvfm,Neutral,0.6759999999999999
crunch climat chang bhtidx,Neutral,1.0
crazi call safeti rule silli global warm,Yes,1.0
matter believ global warm better money resourc,Neutral,0.6742
alway find agenda crippl snowstorm month global climat chang,Yes,1.0
effect global warm global warm melt,Yes,0.6854
caus global warm global warm caus caus global warm specif,Yes,0.6822
ironi alert senat cancel hear global warm impact includ public health blizzard nzhse,Neutral,0.6823
volcano unlik global warm richard ingham afpapril eumesat satellit imag bbtgnb,Yes,1.0
interest wildlif servic address climat chang wildlif imalm scienc,Yes,1.0
volcan traffic stopper climat health hazard unless chang amount,Neutral,0.821
get strang weather call averag catch bullshit global warm scare,No,1.0
plant birthday plant absorb help reduc global warm,Yes,1.0
forest grow faster ecologist discov climat chang appear drive acceler growth,Yes,1.0
storm prove global warm liber rais tax prove,No,1.0
enviro global warm confer sunday allconcern global warm confer sunday,Yes,0.6889
matter believ global warm better money resourc,Neutral,1.0
timelin year environment chang protect eagl copenhagen climat talk enviro drlqgb,Neutral,0.7123
silli elit statist caus global warm great unwash,Yes,0.5892
invas plant beneficiari climat chang thoreau wood dtkebp,Yes,1.0
interestig twitter chatter move climat chang toward employ economi among green folk,Neutral,1.0
candid climat chang polit retwt,Neutral,1.0
action protect wildlif habitat climat chang,Yes,0.8123
tbagger think climat chang seriou problem ignor,Yes,1.0
caus global warm origin thought ndfrn green globalwarm,Yes,1.0
climat chang legisl susti,Neutral,0.6858
lieberman alleg partisan polit derail climat chang hartfor retwt,Neutral,0.6833
global warm solut nation toughest control greenhous emiss bwyhmm,Yes,0.4776
ocean fraud global warm climat chang,No,0.5065
climat chang forest absorb carbon activist,Neutral,0.6135
global warm melt could trigger volcan erupt aubhb,Yes,1.0
nytim andrew revkin americanu matthew nisbet better commun climat chang csyej,Neutral,1.0
youtub thoma sowel global warm manufactur intellectu mjlot comment,No,1.0
hispan tackl climat chang prioriti aflska,Yes,1.0
global warm protect shield atlant hurrican increas drought lenpp,Yes,0.6698
global warm updat,Yes,1.0
sarah palin tell california crowd global warm snake scienc,Neutral,0.6265
oppon effort delay calif global warm eougm,Neutral,0.7195
month global warm mean,Yes,0.6544
earth report climat chang endang health gjlkg,Yes,1.0
blizzard rearrang climat chang announc washington,Neutral,0.6241
matter believ global warm better money resourc,Neutral,0.6743
senat disput climat legisl associ press washington await climat chang,Neutral,0.8199
religi climat chang,Neutral,0.7989
inch winter everywher global warm persist,No,1.0
someon global warm,Yes,0.6986
arctic acceler global warm research topnew zealand global warm get wors,Yes,1.0
state repres claim climat chang conspiraci aim populat chohwn,No,0.5324
climat chang limbo follow white hous immigr reform pbuup,Neutral,0.6921
freak storm consist global warm scientist telegraph bddtsb,Neutral,0.6802
pretti former senat warner climat chang secur issu,No,0.3568
climat chang resourc affect climat chang human health retwt,Yes,1.0
global warm footprint hypocrit jackass,No,1.0
climat chang forc arctic chang faster expect specif caus chang,Yes,1.0
power elit promot social theme global warm despis wealth manipul,No,0.6833
global warm make tree faster,Yes,1.0
cosponsor climat chang human health brief today capitol hous cannon senat dirksen,Neutral,1.0
ask question discov answer climat chang clinic trial collag,Neutral,1.0
great global warm collaps cnkft movement proper skeptic healthi account econom damag,No,0.6803
snowstorm coast blizzard climat chang,Yes,1.0
white hous propos agenc studi climat chang comment,Yes,0.6825
encount global warm volcano mutter daohzc,Neutral,0.6959
thought kill climat scandal professor ddpgql global warm fraud world govern,No,1.0
angel religi climat chang losangel cityandpress religi climat chang,Yes,1.0
come obama want creat feder offic global warm thing,Neutral,0.4917
climat chang green energi talk earth event farmington commun librari embrac,Yes,1.0
earth carol browner director offic energi climat chang polici obama admin,Neutral,0.8899
leak document call global regim tackl climat chang,Yes,0.6042
exclus climat chang could rais allergi,Yes,1.0
global warm caus volcano erupt jonah goldberg reuter reuter iceland dqvsyv,Yes,0.6668
british public becom increasingli sceptic climat chang cwrejl,No,1.0
intel threat assess climat chang compar surprisingli interest,Yes,1.0
earth event illumin scienc climat chang organ,Yes,1.0
climat chang accur,Yes,0.6958
obama defens strategi includ climat chang dzsxhk,Neutral,0.6971
reason global warm accept wide noth global warm evid,Yes,0.6231
graham back climat chang coalit biqhi introduc today obozo teaparti,Neutral,0.6788
guardian bolivia climat chang talk voic group frontlin global warm cochabamba bywgi,Yes,0.6944
time andrew revkin matthew nisbet better commun climat chang csyej,Neutral,1.0
great global warm collaps,No,0.7133
ocean reveal impact climat chang increas acid world ocean acid,Yes,1.0
iceland volcano like global warm cloud intensifi volcan erupt iceland,Yes,1.0
carol browner director white hous offic energi climat chang polici oneart,Yes,0.6556
histor storm washington third explain snow heavili global warm immin,No,0.7323
central unsolv mysteri climat chang where earth miss retwt,Neutral,0.6542
coast snowfal blame global warm,Neutral,0.6743
global warm kill,Yes,1.0
climat chang place befor disappear america photo,Yes,1.0
friday afternoon ignor virginia mean global warm parti speaker divers,Yes,0.6717
sloan lead environment sustain enterpris climat chang pose perhap premier threa djvwut,Neutral,0.6465
watch cite media research center studi global warm coverag drennen archiv,Neutral,1.0
cover washington obama promis global warm climateg,Yes,0.6634
legislatur hous formal question global warm bernick democrat rjlsg,No,0.7145
american worri about global warm make climat chang,No,0.6808
feder climat chang agenc announc,Yes,0.6818
south asian nation fight climat chang foreign minist eight south asian nation seclud,Yes,1.0
realli answer blame everi weird phenomena global warm,No,1.0
climat chang forest absorb carbon activist indigen,Yes,0.6665
check global warm blame iceland volcan erupt freedom degrp iceland climat,Yes,0.6679999999999999
china activ seriou tackl climat chang retwt,Yes,1.0
idea brennan write today global warm,Neutral,0.6896
separ power climat chang action,Neutral,0.6538
copenhagen dispit evid global warm scienc pwpwt england poland,No,0.7112
friend kandi bolivia world peopl confer climat chang,Yes,0.6529
climat chang would increas coffe tree worri global warm coffe,No,0.6974
everyth global warm go green,Neutral,1.0
climat chang report error retwt,No,0.6835
wast stimulu money global warm turbin frozen minnesota where,No,1.0
serious climat chang mean industri,Yes,0.8190000000000001
climat chang denier bobbi jindal mock volcano warn paper late start think,Yes,0.5904
prospect climat climat chang chief copenhagen denmark oohja,Yes,0.6617
report whale global warm proof global warm probl dbkxch,Yes,1.0
climat chang nation threaten poorer retwt,Neutral,1.0
climat chang continu glacier nation icon nation retwt,Yes,1.0
china go green secur reason global warm statist,Yes,1.0
switch renew energi climat scientist warn global warm acceler oohja xazzn,Yes,1.0
friend climat chang found solac word dmitri orlov,Yes,1.0
earth climat chang world fragrant retwt,Yes,0.6462
chavez blame venezuela inabl basic human need global warm dfwkxm,Yes,0.6766
climat chang endang place newsweek,Yes,0.8165
ocean reveal impact climat chang expert oceanimpact,Yes,1.0
climat chang caus wolverin declin across canada bsvevw,Yes,1.0
trigger number onlin roulett scream climat chang clinic trial collagen cliniqu,Neutral,0.6423
reason challeng global warm earthday,No,1.0
watch pocahonta interview climat chang confer bolivia bkabyk cochabamba,No,0.6444
india panel climat chang jairam ramesh retwt,Neutral,0.6666
bogu global warm consensu fade,No,1.0
realli global warm panda panda,No,0.3464
obama idiot gather today enjoy blizzard wonder global warm discuss,Yes,0.7015
climat chang legisl agenda retwt,Neutral,1.0
twitpic photo global warm scientist lunch break,No,0.632
immigr reform climat chang issu senat laofd,Neutral,1.0
homeless suck carteret island climat chang refuge earthday,Yes,0.5078
funni time spill push climat chang drawn forth immigr reform,Neutral,0.6729
webbi award pleas climat chang scienc,Yes,0.7051
solv global warm thing,Yes,1.0
global warm make bizzard wors snowtori snowmageddon,Yes,1.0
slim global warm still massiv cost,Neutral,0.6706
